tripid,faremethod,fare,loc_from,loc_to,driverid,custid,distance,duration
1825,1,74.75,1,11,1583,3418,7.95,18
1826,2,134.5,14,14,1743,2986,6.45,6
1827,2,130.3,1,12,1943,2903,6.03,6
1828,2,241.2,2,1,1044,3503,13.55,6
1829,2,117.1,15,5,1214,3551,4.71,7
1830,2,295.68,11,5,1947,2043,15.82,6
1831,2,234.72,12,3,1632,3588,13.28,11
1832,2,100.5,11,15,1649,2047,3.05,6
1833,2,291.84,11,5,1061,3134,15.66,19
1834,3,62.7,10,4,1249,2017,5.54,9
1835,2,334.32,12,5,1259,3785,17.43,1
1836,3,186,3,6,1589,2785,19,20
1837,2,354,11,12,1762,3670,18.25,12
1838,1,74.75,13,11,1117,2458,7.95,20
1839,2,360.96,2,12,1506,3260,18.54,10
1840,2,234.72,3,14,1939,3938,13.28,15
1841,2,139.4,8,12,1631,3886,6.94,11
1842,3,170.4,3,5,1244,2661,17.7,14
1843,3,112.32,6,4,1949,2321,12.86,6
1844,2,105.3,5,15,1402,2533,3.53,18
1845,3,88,2,3,1201,2454,10.6,20
1846,2,99,3,7,1605,2641,2.9,9
1847,3,99.96,9,11,1152,3444,11.83,12
1848,2,90,5,3,1143,3690,2,6
1849,3,152.16,10,15,1455,3909,16.18,12
1850,2,100.5,9,11,1473,3164,3.05,18
1851,2,149.8,10,13,1152,3523,7.98,11
1852,1,167.16,5,5,1870,3107,17.43,21
1853,2,220.8,4,1,1791,2564,12.7,6
1854,2,178.3,4,2,1737,3028,10.83,6
1855,1,99.6,4,13,1353,3409,11.8,17
1856,1,77.85,6,10,1802,3862,8.57,12
1857,2,330.48,5,13,1398,3632,17.27,10
1858,1,62.7,8,4,1143,3755,5.54,11
1859,2,156,5,13,1578,2292,8.6,18
1860,2,132,7,14,1337,2034,6.2,22
1861,4,154.8,2,14,1257,3210,16.4,20
1862,2,100.4,8,7,1336,3890,3.04,6
1863,2,148.5,3,12,1158,3177,7.85,17
1864,2,92.1,8,10,1417,2841,2.21,20
1865,2,139.4,2,12,1943,2465,6.94,12
1866,1,96.12,6,15,1671,2899,11.51,6
1867,3,127.32,9,11,1300,2433,14.11,6
1868,3,45,7,3,1629,3091,2,10
1869,2,186.72,10,4,1917,2177,11.28,6
1870,2,186.24,2,11,1330,2428,11.26,8
1871,2,100.4,7,7,1099,2423,3.04,14
1872,2,254.64,3,6,1283,2003,14.11,21
1873,4,74.5,11,1,1364,3081,7.9,18
1874,3,82.3,3,4,1857,2748,9.46,10
1875,1,114.36,6,10,1513,2704,13.03,17
1876,3,188.64,12,13,1362,2384,19.22,8
1877,3,119.28,13,1,1593,3806,13.44,14
1878,3,161.88,1,6,1766,2528,16.99,22
1879,2,178.3,9,2,1417,2289,10.83,12
1880,3,58.55,15,5,1003,3630,4.71,8
1881,2,323.76,14,6,1150,3371,16.99,6
1882,2,117.1,8,5,1351,2823,4.71,11
1883,2,149,8,1,1564,3106,7.9,11
1884,2,166.8,13,7,1237,2286,9.68,17
1885,2,146.6,15,6,1500,3334,7.66,12
1886,2,148.5,2,6,1021,2314,7.85,9
1887,3,62.9,13,8,1434,2984,5.58,15
1888,2,100.5,12,15,1641,3529,3.05,3
1889,1,73.3,15,7,1271,2122,7.66,5
1890,2,176,1,15,1171,2955,10.6,11
1891,1,55.1,15,1,1959,2240,4.02,6
1892,2,211.68,7,2,1953,2294,12.32,8
1893,2,286.8,2,6,1838,3573,15.45,14
1894,3,50.25,13,15,1418,2602,3.05,15
1895,2,93.6,15,8,1208,3587,2.36,15
1896,2,199.92,4,11,1021,3704,11.83,12
1897,3,89.15,8,2,1365,2425,10.83,15
1898,2,354,2,3,1310,2730,18.25,16
1899,2,176,12,2,1739,2633,10.6,23
1900,4,78,10,1,1856,3514,8.6,12
1901,2,158.9,10,7,1412,3212,8.89,20
1902,2,340.8,12,5,1710,3749,17.7,7
1903,2,192.24,1,2,1768,3809,11.51,7
1904,1,77.85,10,10,1767,2042,8.57,6
1905,2,99.8,3,15,1560,2069,2.98,11
1906,4,99.96,15,12,1082,2766,11.83,7
1907,2,164.2,3,8,1974,3839,9.42,11
1908,4,73.3,3,7,1980,2644,7.66,6
1909,2,100.4,9,1,1282,3465,3.04,11
1910,1,180.48,13,12,1461,2163,18.54,6
1911,4,197.76,7,13,1057,3094,19.98,13
1912,4,65.15,12,12,1250,3480,6.03,22
1913,2,220.8,6,1,1578,3158,12.7,9
1914,1,161.88,13,6,1989,3184,16.99,14
1915,1,197.76,4,13,1615,3798,19.98,20
1916,2,139.4,7,4,1035,3198,6.94,23
1917,4,67.25,14,8,1784,2835,6.45,23
1918,3,91.32,12,10,1025,2506,11.11,19
1919,2,150.4,3,13,1429,3205,8.04,11
1920,2,96.8,9,15,1537,3019,2.68,10
1921,2,166.8,4,7,1168,2699,9.68,21
1922,4,77.85,12,10,1214,2312,8.57,13
1923,3,59.1,6,11,1852,2118,4.82,8
1924,2,376.56,11,1,1750,3115,19.19,6
1925,4,66.2,13,3,1209,3148,6.24,10
1926,2,150.4,9,9,1198,2160,8.04,14
1927,2,220.8,14,10,1900,3760,12.7,6
1928,3,197.76,15,13,1103,3022,19.98,11
1929,1,188.64,11,13,1005,2169,19.22,8
1930,2,178.3,15,10,1268,3912,10.83,17
1931,2,110.2,15,1,1303,3435,4.02,8
1932,3,59.1,4,11,1894,2873,4.82,6
1933,1,177,7,3,1346,2196,18.25,12
1934,3,48.4,4,10,1247,3873,2.68,11
1935,3,50.2,2,7,1594,2691,3.04,11
1936,2,169.6,1,12,1116,3737,9.96,13
1937,4,45,15,3,1867,3489,2,11
1938,2,254.64,13,11,1224,2994,14.11,10
1939,2,186.24,7,7,1928,2090,11.26,20
1940,4,74.25,5,12,1837,3373,7.85,17
1941,3,55.2,6,11,1077,2956,4.04,6
1942,2,141,15,9,1839,2173,7.1,12
1943,2,164.2,4,7,1058,2901,9.42,10
1944,4,82.6,14,11,1039,2726,9.52,13
1945,2,244.08,6,14,1021,2913,13.67,11
1946,4,86.7,3,4,1349,2385,10.34,6
1947,4,91.32,9,10,1317,2026,11.11,19
1948,2,139.4,5,12,1434,3420,6.94,17
1949,2,130.3,5,7,1321,2834,6.03,8
1950,2,150.4,9,13,1166,2226,8.04,10
1951,4,75.2,6,13,1466,3763,8.04,12
1952,2,220.8,6,1,1888,2671,12.7,9
1953,2,114.2,12,4,1834,3700,4.42,12
1954,3,57.1,11,15,1725,2931,4.42,17
1955,1,64.5,14,1,1212,2492,5.9,6
1956,4,48.4,11,15,1737,2982,2.68,2
1957,2,150.4,6,9,1015,3219,8.04,11
1958,2,91.8,1,5,1458,3753,2.18,13
1959,3,58.55,7,5,1400,3752,4.71,17
1960,4,180.84,2,10,1212,2006,18.57,23
1961,2,117.1,11,11,1433,3090,4.71,7
1962,2,132,11,14,1978,3631,6.2,16
1963,2,360.96,14,12,1267,2035,18.54,17
1964,2,330.48,6,13,1372,3206,17.27,12
1965,2,244.08,3,14,1401,3753,13.67,12
1966,3,64.9,9,5,1914,3323,5.98,14
1967,1,165.24,7,13,1806,3281,17.27,20
1968,2,164.2,13,8,1648,3560,9.42,6
1969,4,62.7,13,14,1020,3133,5.54,6
1970,2,100.4,5,7,1624,2541,3.04,20
1971,3,82.6,7,14,1993,2201,9.52,10
1972,2,178.3,6,8,1369,3713,10.83,6
1973,2,117.1,12,11,1671,2588,4.71,6
1974,2,114.3,10,6,1693,3767,4.43,12
1975,4,88,5,9,1532,3729,10.6,4
1976,2,391.68,6,10,1527,3548,19.82,6
1977,2,132.4,2,10,1269,3786,6.24,22
1978,3,82.3,9,10,1769,2811,9.46,12
1979,2,91.8,8,5,1661,2129,2.18,1
1980,2,234.72,9,3,1411,2665,13.28,12
1981,2,211.68,15,2,1262,3606,12.32,6
1982,2,132.4,8,3,2000,3812,6.24,6
1983,2,304.08,13,14,1897,2857,16.17,14
1984,2,132,1,2,1451,2618,6.2,21
1985,4,135.6,9,10,1675,2120,14.8,16
1986,2,271.2,3,10,1865,2856,14.8,15
1987,3,155.4,15,1,1881,3105,16.45,9
1988,2,139.4,11,4,1944,2548,6.94,22
1989,1,74.5,14,11,1955,2953,7.9,17
1990,1,82.1,3,8,1720,2856,9.42,11
1991,2,114.2,10,4,1186,2210,4.42,10
1992,2,125.8,1,13,1480,3030,5.58,12
1993,2,93.6,8,6,1489,3945,2.36,12
1994,3,120.6,12,12,1056,3916,13.55,7
1995,2,140.1,4,1,1167,2089,7.01,10
1996,2,178.3,8,2,1776,3485,10.83,23
1997,4,150.84,15,3,1942,3659,16.07,1
1998,2,213.36,13,15,1576,2593,12.39,6
1999,2,395.52,2,11,1370,2982,19.98,3
2000,2,149.5,8,4,1576,3418,7.95,10
2001,2,155.2,11,8,1284,2913,8.52,17
2002,3,86.7,4,6,1692,2388,10.34,12
2003,4,180.84,4,10,1929,3192,18.57,1
2004,1,57.1,11,15,1917,2943,4.42,12
2005,1,66,3,2,1269,3588,6.2,4
2006,3,152.88,2,6,1894,3033,16.24,6
2007,2,227.52,1,2,1920,3262,12.98,5
2008,1,74.5,12,1,1366,3826,7.9,18
2009,2,113.8,7,9,1686,2339,4.38,15
2010,2,238.56,15,5,1367,3952,13.44,15
2011,2,155.7,5,7,1998,3930,8.57,8
2012,2,354,7,3,1835,3369,18.25,15
2013,2,164.2,2,7,1504,2973,9.42,21
2014,2,301.68,3,3,1200,3581,16.07,1
2015,2,211.68,5,2,1098,2828,12.32,11
2016,1,59.1,4,8,1643,3648,4.82,12
2017,1,46.05,12,10,1806,3432,2.21,3
2018,1,58.3,4,6,1217,3977,4.66,11
2019,4,73.3,8,7,1160,2329,7.66,15
2020,3,105.84,7,2,1608,2128,12.32,9
2021,2,139.4,14,12,1264,3156,6.94,19
2022,2,176,10,2,1932,2017,10.6,23
2023,4,120.6,3,1,1928,2792,13.55,12
2024,1,69.7,7,4,1135,3052,6.94,6
2025,4,170.4,3,5,1817,3571,17.7,20
2026,1,73.3,8,7,1423,2030,7.66,17
2027,1,57.1,14,15,1650,2838,4.42,3
2028,1,45,2,1,1113,3998,2,20
2029,3,99.6,7,5,1599,2884,11.8,12
2030,4,49.5,3,15,1771,2684,2.9,23
2031,2,106.9,9,9,1306,2299,3.69,10
2032,1,99.96,7,12,1425,3046,11.83,17
2033,2,271.2,13,10,1646,3049,14.8,6
2034,2,155.2,12,4,1077,3319,8.52,8
2035,2,247.2,9,8,1170,2164,13.8,2
2036,2,132,7,2,1355,2741,6.2,21
2037,2,275.04,14,3,1074,3316,14.96,8
2038,2,182.64,7,12,1141,2475,11.11,15
2039,1,88,7,9,1314,3205,10.6,6
2040,1,74.25,11,12,1756,2768,7.85,14
2041,2,186.24,14,11,1661,2505,11.26,20
2042,2,301.68,6,13,1428,2497,16.07,9
2043,2,220.8,8,10,1137,2496,12.7,10
2044,2,106.9,9,5,1052,2641,3.69,19
2045,1,112.32,13,4,1511,2737,12.86,22
2046,2,213.36,13,15,1653,3232,12.39,17
2047,4,92.88,10,13,1850,2979,11.24,6
2048,2,113.8,2,9,1983,2914,4.38,9
2049,2,304.32,15,15,1833,3277,16.18,16
2050,3,62.9,15,13,1695,2057,5.58,17
2051,2,90,8,1,1339,2510,2,10
2052,4,62.9,15,8,1550,2576,5.58,5
2053,2,326.88,11,8,1332,2345,17.12,16
2054,2,199.92,6,11,1395,3523,11.83,6
2055,2,199.2,12,5,1823,2729,11.8,6
2056,2,309.6,3,9,1334,2132,16.4,12
2057,2,305.76,14,6,1193,3255,16.24,8
2058,1,74.9,10,4,1587,3790,7.98,12
2059,3,77.6,6,8,1568,3836,8.52,1
2060,2,146.6,15,6,1133,3933,7.66,17
2061,4,52.65,14,8,1509,3364,3.53,9
2062,2,323.76,14,14,1138,3404,16.99,9
2063,4,93.36,6,2,1069,3670,11.28,22
2064,2,290.4,15,6,1574,3606,15.6,9
2065,3,127.32,9,11,1782,2814,14.11,17
2066,2,291.84,15,14,1977,3580,15.66,12
2067,2,354,14,12,1623,2812,18.25,18
2068,3,92.88,15,14,1314,2152,11.24,12
2069,2,117.1,7,11,1935,2250,4.71,22
2070,4,190.8,2,4,1475,2953,19.4,19
2071,1,120.6,5,1,1499,3803,13.55,12
2072,1,180.48,11,12,1008,2807,18.54,11
2073,4,59.1,4,8,1187,2157,4.82,17
2074,2,125.4,1,4,1111,2868,5.54,21
2075,2,129.8,11,5,1687,2505,5.98,16
2076,2,372,3,15,1385,3842,19,15
2077,2,99.8,3,15,1412,2603,2.98,12
2078,1,86.7,6,4,1028,2782,10.34,9
2079,4,180.84,7,10,1996,3747,18.57,22
2080,1,188.64,3,7,1911,3038,19.22,10
2081,2,227.52,3,13,1020,3682,12.98,18
2082,2,395.52,3,11,1641,2440,19.98,6
2083,2,132,3,14,1927,3822,6.2,20
2084,2,105.6,15,7,1088,2780,3.56,16
2085,4,170.4,4,15,1078,3323,17.7,19
2086,1,89.15,3,10,1219,3770,10.83,22
2087,1,70.05,15,14,1217,3498,7.01,1
2088,2,177.2,8,4,1506,2493,10.72,21
2089,2,158,9,5,1710,2952,8.8,16
2090,3,186,7,15,1079,3827,19,13
2091,2,114.2,5,15,1706,3121,4.42,21
2092,1,88,7,15,1130,2841,10.6,11
2093,2,148.5,5,12,1154,2391,7.85,23
2094,2,134.5,10,8,1638,3729,6.45,7
2095,4,122.04,6,14,1778,2853,13.67,22
2096,4,55.1,1,8,1469,3816,4.02,11
2097,3,70.5,2,9,1505,2235,7.1,20
2098,1,93.36,5,2,1542,3122,11.28,19
2099,3,123.6,7,12,1842,2278,13.8,1
2100,1,77.6,1,4,1142,2837,8.52,12
2101,2,291.84,6,5,1707,2744,15.66,6
2102,2,241.2,1,12,1749,2396,13.55,6
2103,2,234.72,6,14,1046,3268,13.28,1
2104,2,244.08,1,7,1895,2429,13.67,13
2105,2,90,11,1,1104,3856,2,11
2106,2,334.32,5,12,1107,2271,17.43,16
2107,2,155.7,7,10,1236,2962,8.57,1
2108,4,69.7,12,4,1599,3845,6.94,8
2109,2,169.6,7,13,1817,3691,9.96,6
2110,3,88,6,2,1182,3726,10.6,14
2111,2,241.2,5,12,1388,2088,13.55,19
2112,2,178.3,2,7,1059,3582,10.83,10
2113,4,70.05,15,14,1149,2308,7.01,10
2114,2,312.72,4,9,1811,3508,16.53,12
2115,3,57.1,1,15,1973,3512,4.42,11
2116,2,105.3,4,8,1328,3894,3.53,19
2117,2,113.8,10,9,1719,3858,4.38,10
2118,2,186.24,2,11,1921,3167,11.26,20
2119,2,199.92,4,12,1234,2925,11.83,7
2120,3,50.2,12,1,1974,2819,3.04,11
2121,4,86.7,7,6,1120,3661,10.34,15
2122,4,67.25,13,8,1593,3906,6.45,12
2123,2,176,6,2,1180,3289,10.6,16
2124,2,173.4,8,6,1026,2953,10.34,22
2125,4,58.3,13,6,1234,2387,4.66,20
2126,2,158.9,13,7,1271,3271,8.89,13
2127,2,134.5,9,8,1816,2041,6.45,14
2128,1,152.16,9,14,1194,2475,16.18,15
2129,3,152.04,2,14,1985,3379,16.17,10
2130,2,395.52,15,13,1228,2124,19.98,6
2131,2,106.9,3,9,1168,2964,3.69,10
2132,2,192.24,6,15,1522,3008,11.51,14
2133,2,224.64,15,4,1017,2989,12.86,13
2134,2,100.5,4,15,1885,2214,3.05,12
2135,3,93.12,3,7,1486,3503,11.26,12
2136,2,326.88,2,8,1320,3764,17.12,14
2137,1,113.76,7,13,1903,3534,12.98,9
2138,2,290.4,10,9,1542,2006,15.6,18
2139,2,106.9,14,9,1444,2503,3.69,6
2140,4,110.4,12,1,1149,3831,12.7,10
2141,2,158.9,12,9,1173,2925,8.89,12
2142,1,119.28,1,1,1232,2586,13.44,11
2143,2,149.8,2,13,1478,2224,7.98,14
2144,4,92.88,10,13,1966,3730,11.24,18
2145,2,114.2,9,4,1010,2744,4.42,6
2146,2,149.8,8,13,1190,2419,7.98,3
2147,1,91.32,2,12,1756,2250,11.11,8
2148,3,45,7,3,1239,3776,2,22
2149,2,176,8,9,1408,2232,10.6,18
2150,2,391.68,5,14,1663,2011,19.82,22
2151,2,318.24,13,11,1170,2841,16.76,19
2152,3,84.8,15,13,1673,2703,9.96,5
2153,2,129.8,1,5,1360,3998,5.98,19
2154,2,220.8,11,10,1239,2967,12.7,19
2155,2,276.72,4,3,1948,3405,15.03,12
2156,3,65.15,10,12,1093,3504,6.03,14
2157,2,140.1,2,14,1128,2582,7.01,6
2158,2,165.2,9,14,1006,3991,9.52,6
2159,2,254.64,9,11,1282,2605,14.11,7
2160,2,309.6,8,9,1701,2693,16.4,1
2161,2,146.6,3,7,1208,3084,7.66,17
2162,1,70.05,9,14,1603,3087,7.01,19
2163,2,295.68,9,10,1174,3034,15.82,13
2164,4,88.6,7,1,1459,3956,10.72,17
2165,2,178.3,15,7,1318,2093,10.83,23
2166,1,123.6,1,12,1066,2906,13.8,22
2167,2,155.2,4,8,1979,3078,8.52,11
2168,2,130.3,4,9,1573,2730,6.03,6
2169,2,228.72,12,10,1501,2287,13.03,6
2170,2,146.6,10,6,1113,2829,7.66,10
2171,2,92.1,7,13,1384,2654,2.21,12
2172,2,271.2,12,11,1367,2888,14.8,19
2173,2,276.72,8,11,1029,2542,15.03,11
2174,1,180.48,3,12,1891,2840,18.54,7
2175,2,169.6,10,12,1466,3543,9.96,12
2176,2,295.68,10,5,1351,3136,15.82,6
2177,2,125.8,14,8,1930,2030,5.58,17
2178,2,125.4,2,14,1010,2422,5.54,17
2179,2,286.8,3,6,1670,3893,15.45,15
2180,3,66,14,2,1476,3050,6.2,19
2181,4,62.9,7,13,1743,2735,5.58,9
2182,4,74.5,9,11,1477,3179,7.9,6
2183,1,58.55,11,5,1252,2002,4.71,3
2184,2,110.2,6,8,1621,2646,4.02,3
2185,1,88.6,10,4,1174,2261,10.72,22
2186,2,192.24,13,2,1815,3141,11.51,5
2187,3,154.8,5,14,1824,2689,16.4,6
2188,1,50.2,15,1,1635,3545,3.04,21
2189,2,148.5,3,12,1303,3100,7.85,2
2190,2,176,5,2,1342,2830,10.6,3
2191,1,123.6,4,12,1161,3442,13.8,20
2192,2,110.4,3,2,1069,3182,4.04,13
2193,2,150.4,7,9,1318,2446,8.04,13
2194,2,117.1,10,5,1880,3988,4.71,18
2195,2,330.48,12,15,1648,3375,17.27,11
2196,1,93.12,7,11,1054,3555,11.26,12
2197,3,152.16,2,15,1854,2215,16.18,18
2198,4,113.76,9,2,1482,3685,12.98,2
2199,1,155.4,9,15,1610,3975,16.45,14
2200,1,79.45,9,7,1646,2101,8.89,19
2201,2,146.6,14,6,1259,3864,7.66,12
2202,2,113.8,2,8,1985,2030,4.38,9
2203,3,86.7,13,4,1802,3519,10.34,14
2204,2,141,7,10,1541,3298,7.1,6
2205,2,155.2,8,8,1479,2081,8.52,12
2206,2,165.2,2,11,1545,2174,9.52,22
2207,4,50.25,5,15,1434,2545,3.05,6
2208,2,360.96,7,12,1710,2765,18.54,9
2209,3,152.88,9,6,1739,2162,16.24,16
2210,2,105.3,5,8,1546,3506,3.53,12
2211,2,165.2,12,14,1977,3367,9.52,19
2212,2,149,8,11,1113,2484,7.9,18
2213,4,152.88,2,1,1658,3136,16.24,9
2214,2,336.48,11,7,1569,2057,17.52,6
2215,2,169.6,11,13,1659,2481,9.96,15
2216,3,89.15,15,8,1684,3896,10.83,9
2217,2,340.8,11,5,1992,2981,17.7,12
2218,2,117.1,15,11,1814,3783,4.71,18
2219,2,155.2,3,4,1714,2687,8.52,17
2220,2,372,15,15,1969,3534,19,13
2221,2,377.28,14,13,1297,3033,19.22,12
2222,4,74.75,11,4,1386,2789,7.95,13
2223,2,176,14,9,1097,3818,10.6,6
2224,2,149,7,11,1284,2283,7.9,7
2225,1,58.3,14,3,1452,2680,4.66,6
2226,1,52.8,9,7,1036,2251,3.56,21
2227,4,67.25,5,14,1910,2003,6.45,23
2228,2,301.68,10,3,1807,2201,16.07,7
2229,4,122.04,8,14,1807,3977,13.67,9
2230,1,135.6,11,11,1121,2031,14.8,2
2231,2,234.72,11,14,1201,2538,13.28,6
2232,1,77.6,5,4,1515,2541,8.52,21
2233,2,192.24,11,15,1342,2487,11.51,6
2234,2,99.8,10,3,1596,2148,2.98,12
2235,2,114.3,9,6,1124,2761,4.43,13
2236,1,65.15,1,7,1120,2834,6.03,17
2237,2,211.68,11,2,1991,3287,12.32,12
2238,2,99,5,7,1855,2570,2.9,12
2239,2,199.92,11,11,1270,3838,11.83,23
2240,2,164.6,3,10,1075,2927,9.46,23
2241,3,122.04,7,7,1677,3678,13.67,3
2242,1,150.84,8,13,1367,2675,16.07,17
2243,2,376.56,13,1,1723,2616,19.19,10
2244,1,180.48,12,12,1960,3053,18.54,19
2245,3,56.9,15,8,1568,2920,4.38,9
2246,3,55.1,8,8,1089,3326,4.02,12
2247,2,118.2,4,8,1276,2255,4.82,20
2248,3,74.25,14,6,1860,2926,7.85,9
2249,2,114.3,2,6,1548,2090,4.43,6
2250,2,140.1,2,1,1664,2495,7.01,9
2251,2,100.5,13,15,1487,2479,3.05,13
2252,1,120.6,11,1,1761,3518,13.55,11
2253,3,65.15,2,3,1272,3783,6.03,19
2254,2,340.8,2,15,1950,2584,17.7,11
2255,2,146.6,3,6,1397,2434,7.66,16
2256,1,89.15,10,7,1659,3006,10.83,12
2257,2,173.4,7,4,1349,3297,10.34,6
2258,2,125.8,11,13,1086,3566,5.58,18
2259,2,199.2,7,5,1379,3829,11.8,9
2260,1,74.75,10,4,1781,3884,7.95,21
2261,3,93.12,8,7,1573,2051,11.26,12
2262,3,73.3,10,6,1799,2735,7.66,17
2263,2,336.48,6,3,1306,2057,17.52,1
2264,2,305.76,5,1,1885,3887,16.24,19
2265,2,134.5,1,8,1112,2929,6.45,6
2266,3,60.6,13,13,1137,3854,5.12,6
2267,2,106.9,1,9,1547,2301,3.69,21
2268,2,90,4,1,1460,3405,2,6
2269,2,113.8,1,8,1959,3336,4.38,6
2270,2,192.24,7,15,1037,2171,11.51,1
2271,2,213.36,15,12,1468,2217,12.39,15
2272,3,58.3,3,3,1210,3822,4.66,20
2273,1,49.5,3,7,1802,2901,2.9,20
2274,2,132,6,2,1803,3062,6.2,10
2275,3,45.9,12,5,1500,2001,2.18,6
2276,4,57.15,10,5,1716,2723,4.43,6
2277,3,50.2,15,7,1847,2143,3.04,20
2278,1,163.44,8,8,1391,3051,17.12,12
2279,4,163.44,3,2,1436,3943,17.12,19
2280,2,178.3,15,10,1007,3263,10.83,12
2281,4,45.9,9,5,1686,3159,2.18,9
2282,3,74.25,4,12,1265,2930,7.85,6
2283,2,271.2,13,10,1267,2109,14.8,12
2284,2,192.24,3,2,1133,3548,11.51,18
2285,2,238.56,8,1,1122,3382,13.44,23
2286,2,295.68,10,10,1356,2762,15.82,12
2287,1,93.36,1,2,1905,3917,11.28,17
2288,2,114.2,13,4,1043,3103,4.42,11
2289,2,340.8,4,5,1945,2831,17.7,6
2290,2,173.4,1,4,1687,2637,10.34,17
2291,2,186.72,9,4,1784,3946,11.28,18
2292,2,113.8,7,8,1818,3758,4.38,14
2293,2,186.24,11,7,1952,3508,11.26,21
2294,4,152.04,11,14,1698,3430,16.17,12
2295,1,88,15,2,1184,2353,10.6,12
2296,4,57.1,6,15,1891,2487,4.42,23
2297,4,75.2,3,13,1560,3773,8.04,12
2298,2,228.72,1,10,1046,2373,13.03,3
2299,2,304.32,8,15,1453,3169,16.18,13
2300,4,143.4,8,6,1134,3285,15.45,6
2301,2,129,1,9,1295,2796,5.9,22
2302,2,318.24,4,11,1244,2603,16.76,14
2303,2,336.48,2,3,1075,3451,17.52,12
2304,2,310.32,3,2,1344,2044,16.43,6
2305,2,176,9,3,1743,3750,10.6,21
2306,2,326.88,8,8,1787,2461,17.12,6
2307,1,88.6,12,1,1187,3900,10.72,15
2308,2,114.3,10,6,1278,3733,4.43,12
2309,3,105.84,10,2,1030,3375,12.32,18
2310,2,271.2,6,11,1396,2207,14.8,4
2311,2,125.4,15,4,1902,3126,5.54,15
2312,2,93.6,15,8,1603,2972,2.36,20
2313,4,180.84,10,10,1759,3993,18.57,10
2314,4,163.44,8,8,1962,2192,17.12,12
2315,3,66.2,10,3,1210,2846,6.24,6
2316,2,173.4,5,6,1836,3474,10.34,16
2317,1,127.32,15,6,1883,2400,14.11,7
2318,4,75.2,11,13,1245,2782,8.04,23
2319,1,79,14,5,1655,2186,8.8,9
2320,2,125.4,1,14,1766,2537,5.54,4
2321,2,310.32,14,2,1808,2001,16.43,11
2322,2,286.8,7,6,1169,2369,15.45,10
2323,2,192.24,5,15,1587,3290,11.51,23
2324,2,186.72,5,4,1740,2233,11.28,17
2325,2,146.6,3,7,1491,3454,7.66,11
2326,4,168.24,8,7,1883,2726,17.52,9
2327,2,164.2,4,8,1684,2912,9.42,20
2328,1,79.45,14,7,1920,3990,8.89,11
2329,2,165.2,15,14,1470,3535,9.52,10
2330,2,238.56,7,1,1501,2086,13.44,12
2331,2,271.2,3,11,1298,2308,14.8,8
2332,4,145.92,11,14,1150,3135,15.66,5
2333,4,114.36,11,2,1387,3366,13.03,10
2334,2,134.5,6,14,1071,2639,6.45,15
2335,2,213.36,7,15,1084,3009,12.39,3
2336,2,211.68,14,9,1222,2382,12.32,13
2337,3,197.76,7,13,1669,4000,19.98,19
2338,2,96.8,13,15,1144,2297,2.68,11
2339,2,177.2,1,4,1358,3487,10.72,16
2340,2,110.4,3,11,1099,2405,4.04,6
2341,3,49.9,1,3,1193,3490,2.98,15
2342,1,73.3,14,7,1468,2214,7.66,8
2343,4,150.84,10,3,1055,3683,16.07,11
2344,1,123.6,12,12,1295,2339,13.8,8
2345,1,143.4,6,2,1278,3183,15.45,21
2346,2,340.8,4,15,1516,2926,17.7,15
2347,2,116.6,9,3,1879,2048,4.66,6
2348,2,199.92,1,12,1080,2730,11.83,10
2349,2,213.36,4,12,1562,2282,12.39,6
2350,2,185.76,8,14,1514,2956,11.24,4
2351,4,78,7,13,1528,3526,8.6,13
2352,2,309.6,8,14,1275,3246,16.4,8
2353,2,244.08,10,14,1368,3142,13.67,12
2354,2,361.68,5,6,1192,2492,18.57,20
2355,2,276.72,1,3,1444,3062,15.03,6
2356,2,340.8,10,5,1857,2526,17.7,13
2357,2,99.8,14,3,1864,2114,2.98,20
2358,2,301.68,5,3,1660,2810,16.07,11
2359,3,188.28,13,1,1506,3536,19.19,19
2360,2,149.5,1,11,1471,2434,7.95,18
2361,4,60.6,10,13,1016,2593,5.12,10
2362,2,116.6,6,3,1738,2064,4.66,18
2363,2,178.3,11,8,1198,2951,10.83,18
2364,2,178.3,1,2,1997,2004,10.83,9
2365,2,391.68,3,10,1887,2098,19.82,9
2366,2,182.64,12,12,1780,2560,11.11,6
2367,2,340.8,2,15,1943,3005,17.7,12
2368,2,176,7,9,1546,2097,10.6,5
2369,2,92.1,3,10,1799,2940,2.21,15
2370,2,121.2,8,13,1974,2023,5.12,6
2371,2,92.1,14,10,1480,2473,2.21,16
2372,1,188.64,9,13,1998,2372,19.22,22
2373,1,69.7,15,4,1810,3382,6.94,13
2374,2,186.24,1,11,1115,3829,11.26,16
2375,2,391.68,3,10,1946,3743,19.82,4
2376,3,152.16,12,15,1138,2684,16.18,14
2377,2,199.92,8,12,1078,2410,11.83,17
2378,3,180.48,13,12,1032,3882,18.54,21
2379,2,117.1,10,5,1932,3072,4.71,23
2380,2,110.4,14,11,1362,2908,4.04,10
2381,4,88,11,2,1684,2852,10.6,20
2382,1,50.25,13,15,1117,2227,3.05,11
2383,2,129.8,6,5,1127,2523,5.98,2
2384,4,73.3,2,6,1916,2558,7.66,17
2385,2,164.6,7,4,1659,2444,9.46,12
2386,1,154.8,6,14,1388,3758,16.4,23
2387,2,134.5,13,8,1641,2168,6.45,12
